id,x,y
US-7315098-B2,44.947662,-75.875496
US-2008252594-A1,37.14401,-61.136955
US-7446752-B2,34.9974,-61.368504
US-7561142-B2,34.656193,-60.509083
KR-20100029158-A,-83.14434,37.618732
US-7683508-B2,43.30006,-71.02119
KR-20100044381-A,-83.14434,37.618732
US-2010245237-A1,25.366425,-55.762436
US-2010253487-A1,29.734327,-63.234787
KR-20100125941-A,-83.14434,37.618732
US-2011050404-A1,26.543428,-56.499866
US-7916576-B2,36.507034,-67.54005
US-7919945-B2,36.011642,-63.125637
US-7931605-B2,68.44726,22.041567
US-2011124959-A1,68.44726,22.041567
JP-2012125135-A,-83.14434,37.618732
US-2012224274-A1,43.760647,-69.31015
US-2012232780-A1,37.15866,-64.005615
US-2022395861-A1,39.944263,-65.51429
US-8384316-B2,36.013107,-63.125538
US-2013285490-A1,41.15276,-66.68819
US-8981682-B2,37.159462,-64.00571
US-2016225192-A1,-30.39271,-19.674273
US-12239381-B2,-31.5874,-19.001255
US-2022151704-A1,-33.363934,-19.787394
US-2017258526-A1,-24.726614,-30.884966
US-11259874-B1,-44.96715,7.189249
US-11832893-B2,-35.63197,34.423496
US-2023157757-A1,-12.108202,-36.122425
US-12220183-B2,-24.763897,15.71804
US-11701178-B2,-23.181465,30.022608
US-11918296-B1,-31.38869,11.947836
US-2008004603-A1,-16.953564,-10.714474
US-11080854-B2,-43.38589,-36.61259
US-12290319-B2,8.212381,2.1926408
US-7317841-B2,-44.05248,-35.211
US-7542622-B1,-44.270176,-34.960747
WO-2009121775-A2,-83.14434,37.618732
US-2009268010-A1,-33.241337,-28.917852
WO-2009121775-A3,-83.14434,37.618732
US-2011135170-A1,-24.916658,-21.893864
CN-102300498-A,-83.14434,37.618732
US-8224425-B2,-20.555246,-32.87936
US-2012183196-A1,-19.01629,-17.824505
TW-201246125-A,-47.950047,69.52179
US-2013038707-A1,-31.752401,-18.81861
CN-102958426-A,-66.9826,51.35941
US-2013176411-A1,13.564562,12.651193
WO-2013118065-A1,-83.14434,37.618732
CN-103513951-A,-83.14434,37.618732
US-2014072190-A1,-43.527172,-33.93272
US-2015257653-A1,-21.239288,4.6187363
US-2016035084-A1,-18.527294,-36.282944
US-2016252650-A1,-44.020943,-36.74943
US-9591968-B2,-18.525257,-36.32664
US-9750420-B1,-25.711954,-39.9705
US-9811901-B2,-43.527172,-33.93272
US-10152789-B2,-43.385727,-36.613327
US-10251714-B2,13.647844,-20.10388
US-10602987-B2,-18.516573,-36.265553
US-10607345-B2,-43.385876,-36.612972
US-6002859-A,-34.86048,23.745346
US-2020337784-A1,-28.343422,12.697656
US-11844577-B2,16.029348,-12.919402
US-11426245-B2,-5.133133,-12.719768
US-2012071893-A1,-42.71829,29.338984
US-2014208578-A1,-49.76194,23.625824
US-11337766-B2,-27.323055,15.188436
US-10194991-B2,-39.150272,16.89253
US-11999065-B2,10.808217,-15.622391
US-10716630-B2,-28.123028,12.507684
US-2012158011-A1,31.706263,4.661643
US-12245835-B2,-3.4771008,-25.879059
US-12089912-B2,30.63805,1.2344415
US-2017354470-A1,14.040208,-18.510262
US-2019117111-A1,13.927626,21.932878
US-2020078097-A1,8.773342,-10.5120125
US-2021196425-A1,-30.844849,-11.555702
US-12137872-B2,-20.359303,-26.410883
US-11992200-B2,-21.404978,-24.799683
US-9600138-B2,-19.143078,-2.7658644
US-11950851-B1,-21.041914,3.1459372
US-11937889-B2,0.62038934,22.379805
US-2021212782-A1,-12.487513,-29.388382
US-2003120391-A1,4.116687,-41.1963
US-11904470-B2,8.401866,-48.92383
US-12172314-B2,8.883603,-48.713493
JP-2003256025-A,-83.14434,37.618732
JP-2003271975-A,-83.14434,37.618732
JP-2004049731-A,-83.14434,37.618732
WO-2004106009-A1,-83.14434,37.618732
JP-2005131713-A,-83.14434,37.618732
WO-2006013829-A1,-83.14434,37.618732
FR-2898824-A1,-83.14434,37.618732
US-2012185096-A1,11.315738,-54.78741
US-2013245824-A1,8.46577,-50.670753
JP-2013193202-A,-83.14434,37.618732
US-2014163730-A1,5.4469886,-47.60416
US-2016129592-A1,3.519829,-48.291275
US-11648676-B2,5.968043,-63.415226
US-10953544-B2,5.4666343,-47.50915
JP-2016103277-A,-83.14434,37.618732
JP-2016146188-A,-83.14434,37.618732
US-2016257000-A1,-16.973509,-50.170414
US-2017232613-A1,9.425264,-50.81673
US-2017343992-A1,6.8022065,-53.888477
US-2022371193-A1,8.8974695,-48.718727
US-2017357270-A1,-3.944752,-44.832462
US-9919232-B2,10.635525,-51.828064
US-9926138-B1,3.7878804,-65.41655
US-11488323-B2,-1.9671906,-57.224026
US-11319166-B2,-3.006307,-62.035114
US-12304750-B2,-4.191752,-69.257324
WO-2018156952-A1,-91.71724,23.742895
US-10571896-B2,6.804052,-53.88563
WO-2020047120-A1,-83.14434,37.618732
US-2020070343-A1,9.103845,-49.074074
US-10834419-B2,-46.440365,-20.08692
US-10836183-B2,-17.163458,-41.049625
US-11148288-B2,9.111517,-49.05493
US-2021379758-A1,8.959494,-48.75103
US-2021379748-A1,57.49443,0.17081067
US-2022032458-A1,8.983383,-49.210365
US-11298825-B2,8.717861,-49.266094
WO-2022170279-A1,-83.14434,37.618732
US-9102055-B1,1.7712276,-50.999218
US-2023041343-A1,-2.447545,-52.361446
US-2023016733-A1,-2.8480802,-70.54423
US-2016136808-A1,3.7604363,-53.51424
US-2020078938-A1,5.350964,-55.870705
US-12421054-B2,7.0553083,-63.23178
US-2020122344-A1,-39.40693,-25.835985
US-2020334835-A1,-0.51184493,-65.35069
US-2020377315-A1,-2.847717,-70.54429
US-2022157063-A1,-38.930172,-27.868723
US-2023027984-A1,-2.447545,-52.361446
US-2022203547-A1,0.78111887,-63.05895
US-2022261738-A1,-8.623725,-44.153866
US-11436748-B2,-40.06891,-23.039692
US-2022305680-A1,-37.74795,-25.491215
US-11482045-B1,-20.468939,-17.31149
US-2023150777-A1,3.3683667,-62.044403
US-2009096148-A1,8.460985,-66.59194
US-2021069910-A1,8.265473,-37.142876
US-2021387350-A1,8.264611,-37.150448
US-2011270444-A1,12.411449,-45.197433
US-2014023461-A1,55.378998,-20.318739
US-2018021955-A1,3.219216,-40.58682
US-2019255708-A1,5.4715805,-41.73676
US-2020122327-A1,1.0735921,-50.175106
US-10814440-B1,54.96533,-20.59702
US-2013282165-A1,-0.18744092,-73.735695
US-2021237274-A1,-2.6907082,-58.465206
US-2019193956-A1,-4.398383,-72.31264
US-2004236424-A1,-51.12243,23.815765
US-12251164-B2,-47.003407,11.287253
US-12440280-B2,-46.99972,11.278125
US-12096995-B2,13.069608,-13.982909
US-2005267584-A1,-50.254745,24.954693
US-2008306490-A1,-23.041273,15.122512
US-11931107-B1,-31.825274,-9.4842825
US-2010256504-A1,-49.34995,12.91019
US-2023019543-A1,-7.28588,5.7056336
EP-2338530-A2,-83.14434,37.618732
US-8078440-B2,-32.82386,22.29511
US-11272989-B2,-17.302011,-1.1814848
US-12127791-B1,-34.583385,15.955947
US-12144551-B1,-41.34877,21.78598
US-8883915-B2,10.085754,44.546818
US-2016038291-A1,-40.34632,16.58544
US-2018007105-A1,-19.344984,-19.816998
US-10342636-B2,30.339266,-14.474338
US-10426571-B2,29.629244,-14.692674
US-2020030109-A1,-38.72676,14.553401
US-10993777-B2,29.264406,-14.761073
US-2007238981-A1,-16.161604,-5.835062
US-2007249967-A1,-31.255749,7.669591
US-12076090-B2,-29.5189,14.868363
US-2009018445-A1,-22.564598,11.500247
US-2011137156-A1,-19.40471,-11.112135
US-2013129175-A1,-33.91937,-10.076373
US-2013237811-A1,-4.8003154,3.3103945
US-2024081784-A1,-6.975328,5.202898
US-11737841-B2,-3.4347186,-19.835163
US-2013267838-A1,-30.375214,-19.824484
US-2016317122-A1,-4.1625175,4.160734
WO-2016207628-A1,-66.9826,51.35941
US-2018168740-A1,-29.17177,-17.453987
US-2022151705-A1,-29.585958,-17.461773
US-2018185100-A1,-29.635653,-17.461418
US-2019110842-A1,-24.727528,-30.88605
US-2019239850-A1,-31.682688,-20.741955
US-2019254754-A1,-33.016415,-19.568897
US-2019289284-A1,-27.808434,-44.967377
US-2019339525-A1,-29.441582,-15.275734
US-2019349559-A1,-26.841497,-17.961836
US-2019380790-A1,-7.0742407,3.7364469
US-2020059640-A1,-27.646034,-44.963303
US-2020064439-A1,-23.326818,-39.92487
US-2021045715-A1,-7.5224686,6.1134157
US-2023371919-A1,-5.8220363,8.389337
US-2021093400-A1,-40.440105,5.1395125
US-2021121238-A1,-29.429892,-20.044159
US-2021137350-A1,-30.850042,-18.81967
US-2021068845-A1,15.37855,-11.017717
US-2024058063-A1,24.994976,-18.692406
US-2007118243-A1,-44.717304,23.30494
US-12023103-B2,-33.48884,1.3658019
WO-2013177051-A1,-83.14434,37.618732
US-2016231732-A1,-37.025726,10.578005
US-11819416-B1,-32.071777,11.39043
US-2020101273-A1,-21.658888,-33.934814
US-2021177603-A1,-10.0347595,51.16142
US-2021177623-A1,-9.760179,51.334072
US-2021251704-A1,9.672506,-18.358059
US-11337762-B2,-39.0167,9.765222
US-11523916-B2,-9.760179,51.334072
US-2023107003-A1,5.8542433,21.684998
US-2023181256-A1,-31.9838,12.703313
US-2023298728-A1,-32.922825,12.101577
US-2023301791-A1,-35.009712,2.747696
US-2023363832-A1,-29.407282,-15.085691
US-2023377714-A1,-26.038298,8.947846
US-2023397964-A1,10.555045,-11.044029
US-2004116835-A1,-14.625994,46.8271
US-2021346005-A1,-16.658228,42.700413
US-12279761-B2,-14.049051,39.678177
US-7763028-B2,-6.9128594,60.31305
US-2011257655-A1,-14.156631,47.304657
US-8828008-B2,-43.009785,29.093716
US-2014193053-A1,-38.066456,-5.4875712
US-2022125517-A1,-36.090405,6.1737404
US-2017071673-A1,-28.329134,19.68962
US-2017367766-A1,-38.098602,12.789252
US-2022265355-A1,-33.71186,-19.826708
US-11896328-B1,7.08751,-6.669485
US-11896329-B1,6.3244157,-6.589249
US-5872438-A,-15.00523,-51.563293
US-12189123-B2,24.784773,-57.149246
US-6695770-B1,25.012669,-55.563904
US-2005116954-A1,-16.65778,-42.461006
US-2006015560-A1,26.719444,-62.596943
US-2006262120-A1,-14.886252,-51.37539
US-2007186007-A1,-20.310816,-49.21533
US-2008081701-A1,-18.355736,-51.890736
US-2008294663-A1,-16.684381,-42.41362
US-2009063156-A1,-15.160125,-38.826378
US-2011082009-A1,-13.226177,-49.353508
US-11083967-B1,-15.466958,-51.852356
US-2012226987-A1,-21.382393,-48.19064
US-2013271457-A1,-20.177324,-51.187027
US-2014009490-A1,-23.803207,-53.78462
US-2014046829-A1,-20.000498,-51.410297
US-2014063061-A1,-40.324696,-18.243765
US-2014114845-A1,-20.63236,-50.443226
US-12093500-B2,-23.41862,-51.578735
US-2014306866-A1,-19.418493,-49.25512
US-12142367-B2,-25.439753,-25.362755
US-2015002541-A1,-14.27403,-46.228516
US-2015268722-A1,26.907726,-60.624596
US-11733777-B2,24.0074,-61.446667
US-2016035140-A1,-27.158792,-40.838013
US-2016093108-A1,-25.104382,-45.18728
US-2016189494-A1,27.944244,-59.835934
US-2018330549-A1,-18.51526,-49.59943
US-2019249908-A1,26.193537,-71.00728
US-2021043011-A1,-17.966951,-49.825436
WO-2017093683-A1,-83.14434,37.618732
US-2021387333-A1,6.7162213,-62.414646
US-11904468-B2,6.267405,-61.87263
US-2018032225-A1,0.6945626,-70.2621
US-2019077011-A1,10.043083,-69.84089
US-2020269429-A1,6.833981,-58.62213
US-5431653-A,-25.711359,42.17436
US-2023172600-A1,-16.606785,41.904926
US-2023072295-A1,-16.583675,42.063454
US-5800438-A,-26.617489,44.628075
US-2006074431-A1,-14.012773,47.48853
US-2007162040-A1,-11.5021,56.227356
EP-2011442-A1,-83.14434,37.618732
US-2009198240-A1,-23.31787,43.01354
US-12213658-B2,-11.98627,37.107147
US-7615055-B2,-25.362167,37.014824
US-2010100102-A1,-19.70731,40.783314
US-2011282158-A1,60.437416,-2.146749
US-2013079792-A1,-17.436472,33.21203
US-2014288658-A1,-35.51411,48.340855
US-2016346044-A1,-31.498604,38.218105
WO-2020033589-A1,-69.380226,35.506596
US-2020222205-A1,55.242302,0.8881741
US-2020352555-A1,-13.81975,42.841236
US-2021298734-A1,-11.985786,37.10716
US-2022133291-A1,-14.087068,42.774128
US-11419595-B2,-8.477607,58.212097
US-11666318-B2,-14.094611,38.33145
US-2013184868-A1,29.409134,-32.675674
US-2020368905-A1,3.6357157,-56.70258
US-9205558-B1,11.118393,-63.430668
US-9238304-B1,1.7737129,-50.936703
US-2016059412-A1,7.3056827,-52.819084
US-2020388074-A1,6.6605277,-21.271177
US-2016075031-A1,10.308323,-69.19566
US-9333649-B1,5.3511524,-55.87055
US-9375853-B1,4.0466137,-52.742817
US-2016239013-A1,3.2282636,-39.522865
US-2017106534-A1,32.535603,-38.092537
US-2017173795-A1,35.352703,-32.707565
US-2018361595-A1,3.147176,-39.24058
US-10773385-B2,3.6358075,-56.701576
JP-H0515957-A,-83.14434,37.618732
JP-2002254380-A,-68.8954,41.51745
US-7017961-B1,57.050476,-22.78011
CN-101296611-A,-83.14434,37.618732
CN-101618544-A,-66.9826,51.35941
JP-2010005769-A,-83.14434,37.618732
US-2010222915-A1,-0.16736253,-75.15569
US-12202145-B2,1.5568336,-55.768684
CN-103043359-A,-82.496376,58.549686
JP-2013154457-A,-83.14434,37.618732
CN-104044151-A,-83.14434,37.618732
JP-2014176926-A,-66.9826,51.35941
US-9089969-B1,8.672234,-71.12527
US-9393693-B1,4.619,-54.76525
CN-106660207-A,-83.14434,37.618732
CN-106660212-A,-69.380226,35.506596
US-2018040132-A1,8.71508,-68.6962
CN-107838945-A,-83.14434,37.618732
JP-2018047515-A,-66.9826,51.35941
US-2018162660-A1,-3.4646814,-77.28118
CN-108778636-A,-66.9826,51.35941
US-10124489-B2,0.41576484,-63.651188
CN-109129544-A,-66.9826,51.35941
US-2019030730-A1,12.039813,-62.7323
US-2019047158-A1,55.603672,-21.04865
US-10207868-B1,1.7524691,-65.51511
CN-109483554-A,-66.9826,51.35941
US-2019084012-A1,10.897423,-63.08734
CN-109500810-A,-66.9826,51.35941
JP-2019085271-A,-69.380226,35.506596
KR-20190068663-A,-66.9826,51.35941
WO-2019147697-A1,-66.9826,51.35941
US-2019263603-A1,-3.4646814,-77.28118
JP-2019162685-A,-66.9826,51.35941
US-10576630-B1,4.228471,-57.19083
US-2020376662-A1,1.3449727,-69.32574
US-2021024298-A1,3.221939,-71.46755
US-2021053216-A1,6.7159557,-62.41489
CN-112405570-A,-83.14434,37.618732
US-11117256-B2,6.7162213,-62.414646
US-11345029-B2,6.2669144,-61.874092
JP-H09245195-A,-83.14434,37.618732
US-2002063807-A1,-25.357431,-37.05656
US-2021335483-A1,-32.225193,-17.99812
US-2002082498-A1,-26.160858,-17.304775
US-6449103-B1,-34.515274,-34.153584
US-2003223038-A1,-46.72729,-29.426916
US-2005036109-A1,-35.265118,-42.309868
US-2005168569-A1,-32.64031,-38.069466
US-2005280603-A1,-31.299229,-41.05193
US-2006087746-A1,10.934946,-27.560154
US-2007121070-A1,-46.75813,-29.375086
US-2009086313-A1,-35.144917,-33.168076
US-2009123036-A1,-47.80381,-26.01632
US-2009128834-A1,-35.355946,-37.226112
US-2009218400-A1,-2.966061,-48.87838
US-7639208-B1,-34.215565,-45.036934
US-2010011959-A1,50.394547,-53.285686
US-2010079356-A1,-27.541159,-42.165836
US-2010149073-A1,-36.23921,-42.836853
US-2010254017-A1,-36.719936,-43.289192
US-2010277471-A1,-35.980423,-22.635822
US-2011043644-A1,-34.09358,-37.0042
US-8135227-B2,-34.2912,-37.961693
US-2012068913-A1,-31.77707,-46.366783
US-2012200595-A1,-34.291237,-37.961273
US-2012281181-A1,-31.71611,-40.625267
US-8311328-B2,-28.62565,-43.425964
US-2012326948-A1,-32.919086,-46.560863
US-8350898-B2,-28.25614,-43.045616
US-2013099700-A1,-32.171806,-55.75284
US-2013155507-A1,-38.40812,-46.488358
US-2013162632-A1,-24.000835,-42.26434
US-2013162673-A1,-31.785236,-47.18837
US-2013172902-A1,9.412685,-13.695598
US-12151377-B2,-1.3836192,-23.340113
US-2013178868-A1,14.60377,-20.465508
KR-20130082637-A,-68.8954,41.51745
US-8494298-B2,-34.29053,-37.961628
US-2013194254-A1,-36.921494,-25.3334
US-2013215147-A1,-37.099144,-36.33735
US-8579194-B2,-2.9660676,-48.878117
US-2013329184-A1,-38.409496,-46.478333
US-2013329190-A1,-34.291233,-37.96128
US-2013335543-A1,-37.098766,-36.33858
US-2014002597-A1,-40.26681,-6.1569495
US-2014002587-A1,-29.397875,-38.193295
US-2014063054-A1,-32.237286,-42.85014
US-2014094655-A1,15.886173,10.514858
US-2014098226-A1,-31.890682,-39.90122
US-2014160264-A1,-32.728405,-35.878666
US-8771805-B2,6.774097,38.938236
US-2014214122-A1,5.893736,31.922968
US-8798756-B2,-39.566025,-38.313435
JP-5571901-B2,-73.91062,26.89833
US-8812120-B2,-37.83486,-38.99776
US-2014232645-A1,-30.462532,-44.698917
US-2014243971-A1,-31.562662,-40.70801
US-8831745-B2,7.8897743,35.19567
US-8831734-B2,5.893736,31.922968
US-2014275760-A1,-31.974531,-19.297472
US-2021157403-A1,-30.639263,-43.75685
WO-2014140849-A2,-83.14434,37.618732
KR-20140112207-A,-68.8954,41.51745
US-2014283429-A1,-7.2608485,-6.7848806
US-8874224-B2,6.9138565,38.285786
US-8874239-B2,8.611772,34.35762
US-8886329-B2,6.977788,34.01639
US-8912979-B1,-25.610695,-43.82531
US-8934983-B2,7.534807,33.204113
US-8954157-B2,9.676564,50.25295
US-8976086-B2,-28.84426,-41.331257
US-2015084841-A1,-28.84335,-41.330864
US-9002462-B2,-38.112278,-38.629097
US-9042985-B2,9.212572,30.36492
US-9044591-B2,-38.092335,-39.060074
US-9044590-B2,7.0740185,37.2333
US-9050468-B2,-39.287266,-38.48615
US-9061150-B2,-38.44239,-38.188053
US-9072900-B2,6.361583,33.07641
US-9072888-B2,7.0710135,33.45551
US-2015193984-A1,-31.77707,-46.366783
US-9078739-B2,7.848606,32.816814
US-9084895-B2,8.103549,32.711006
US-2015205132-A1,-33.620953,-44.9085
US-9089702-B2,-39.095207,-38.94598
US-9089690-B2,7.2786164,33.945114
US-9089701-B2,7.00578,32.271164
US-9095709-B2,-37.85432,-41.20562
US-9095710-B2,6.7301655,33.29981
US-9097891-B2,-32.30545,-42.900608
US-9095722-B2,6.0552607,40.565468
US-2015355481-A1,-27.916418,-40.890457
US-2015362733-A1,-29.063742,-46.605362
US-2015378074-A1,-36.750633,-43.817318
US-2016027216-A1,-25.283813,-44.958553
US-2016037849-A1,-35.018147,-47.24911
US-2016055822-A1,-32.2286,-45.368217
US-2016091968-A1,-26.631996,-53.51273
US-2016183779-A1,-27.142262,-31.15868
US-2016196694-A1,-29.706186,-46.223465
WO-2016133644-A1,-81.031906,-14.466513
US-2016247418-A1,-6.5000787,-22.429436
US-2016252325-A1,-3.1095593,3.2272937
US-2016267720-A1,-28.171324,-46.428707
US-2016262608-A1,-29.300425,-41.006622
US-2016270656-A1,-18.007072,-31.613379
US-2016270648-A1,-47.892582,-26.860563
US-2016377871-A1,-37.229034,-43.11708
US-2016379593-A1,-34.368073,-38.91767
US-2017010469-A1,-18.007072,-31.613379
US-2017007351-A1,-29.17398,-39.23794
US-2017011706-A1,-26.685377,-42.51383
US-2017068119-A1,-33.3832,-38.34794
US-2017094167-A1,-31.36575,-36.16291
WO-2017064301-A1,-77.949936,45.2521
US-9651784-B2,-29.351213,-46.707508
US-9651786-B1,-34.246624,-46.17636
US-2017236332-A1,-27.17163,-47.38219
US-2017242253-A1,-33.350037,-46.945625
US-2017293380-A1,31.884443,-46.33101
US-2017323615-A1,-32.338367,-45.931736
US-2018045964-A1,-30.341536,-42.110874
WO-2018067611-A1,-81.031906,-14.466513
US-9955862-B2,-47.892582,-26.860563
US-2018116742-A1,-10.385247,-3.2802815
US-2018125340-A1,-29.064087,-37.28819
KR-20180068351-A,-81.031906,-14.466513
US-2018250085-A1,61.33128,0.89364904
US-12268460-B2,18.891916,-23.948177
US-10111583-B1,-47.892582,-26.860563
US-2018325618-A1,-26.54108,-10.887176
US-11583345-B2,-33.655823,-25.639654
US-10149958-B1,-27.512716,-47.620125
US-10323904-B1,-30.980314,-38.200268
US-10345768-B2,-29.334562,-46.76262
US-2019339528-A1,-31.731993,-47.32396
US-2019353457-A1,-35.522266,-20.574907
US-2019359351-A1,39.16964,-36.404327
WO-2020014707-A1,-82.496376,58.549686
US-2020030054-A1,-25.372883,-25.705103
US-2020038120-A1,-18.898422,-25.82024
US-10638080-B2,-30.745562,-43.695103
US-2020281670-A1,8.876203,-9.685083
US-10874297-B1,-47.892532,-26.859602
US-2021022599-A1,-31.638243,-19.316992
US-2021149173-A1,-28.448788,-34.883537
EP-4052647-A1,-60.79352,73.66715
US-6091422-A,-21.51587,-50.822155
US-2002163545-A1,-22.627897,-47.776543
US-6850221-B1,34.693172,-46.04011
US-2006028436-A1,37.71678,-52.933395
US-2007081123-A1,-34.43575,-41.13939
US-2011310227-A1,-24.977224,-51.508766
US-2012127062-A1,-31.20712,-46.21539
US-2012162549-A1,-34.95535,-44.179832
US-2013082922-A1,32.683132,-44.423134
US-2013117377-A1,-19.418493,-49.25512
US-2013125027-A1,-20.233328,-49.958645
US-2013135344-A1,-21.967352,-49.74263
US-2013208234-A1,-34.392914,-41.148655
US-2013242262-A1,-34.392914,-41.148655
US-2014071539-A1,-35.498524,-43.872955
CN-103714192-A,-81.031906,-14.466513
US-2014177023-A1,-33.924347,-44.951244
US-2014218468-A1,-34.402233,-35.10215
US-2014267400-A1,-25.47606,-43.18245
US-2014267420-A1,-27.398794,-40.31236
US-2015016777-A1,-41.875393,-45.465096
US-2015103306-A1,-29.813658,-43.801426
US-2015112808-A1,-24.80472,-52.344185
US-2015178939-A1,-27.172094,-48.48612
US-2015205126-A1,-27.757822,-48.45911
US-2015309263-A2,-41.875393,-45.465096
US-2015326570-A1,-15.626872,-37.191963
US-2015346495-A1,-28.077003,-48.5898
US-2016011419-A1,-35.56351,-43.98153
US-2016026253-A1,-27.131062,-48.621803
US-9448687-B1,-26.559843,-53.284744
US-2017256096-A1,-15.212199,-55.416973
US-2017332009-A1,-32.380676,-39.224686
US-2017336862-A1,-23.914564,-40.223328
US-2018137351-A1,-18.65979,-57.597786
US-2018315248-A1,-23.768038,-52.0779
US-2019122440-A1,-24.825148,-51.62825
WO-2019126238-A1,-81.031906,-14.466513
US-2019197785-A1,-24.129295,-48.538162
US-2019258365-A1,-24.027462,-48.498722
US-2019340818-A1,-25.93715,-47.508347
US-2020054398-A1,-26.418217,-44.95494
WO-2021113322-A1,-81.031906,-14.466513
US-2021173547-A1,-23.418745,-51.57901
US-2009143670-A1,-18.152258,-13.33404
US-2012306850-A1,-26.507996,-49.582676
US-2014200621-A1,-11.870568,-0.90242517
US-2018140328-A1,19.367882,34.228607
US-2023157762-A1,-12.042314,-36.010674
US-2024398479-A1,-8.998616,-27.006763
US-2019262617-A1,19.516813,33.65525
US-2019307516-A1,-7.2698474,2.4291556
US-2021137634-A1,-24.829668,-31.936588
US-2023008264-A1,14.105781,22.001904
EP-0133981-A2,-60.79352,73.66715
US-12433697-B2,40.60099,-16.327105
US-2007299427-A1,44.135056,-11.629272
US-2015298825-A1,54.337067,-19.79892
US-3919607-A,43.5653,-67.730736
US-4017694-A,45.561977,-67.815216
EP-0204386-A1,-82.496376,58.549686
EP-0229013-A2,-66.9826,51.35941
EP-0239333-A2,-73.91062,26.89833
US-5296790-A,43.77794,-66.90476
US-5621293-A,52.283543,-69.393005
US-5717767-A,29.492723,-71.472786
US-5783899-A,47.008217,-70.66263
US-5921149-A,43.61544,-67.17673
US-6023515-A,37.497402,-72.1311
US-2002001392-A1,38.243824,-74.52583
EP-1258970-A1,-81.031906,-14.466513
US-2003015929-A1,46.845596,-73.204124
EP-1282338-A2,-66.9826,51.35941
EP-1300932-A2,-81.031906,-14.466513
US-6603863-B1,29.475481,-72.35125
EP-1438111-A2,-60.79352,73.66715
US-2004155741-A1,49.586967,-69.58856
