id,Degree,Betweenness,Eigenvector,Similarity
US-2004233167-A1,0.01816294758692268,0.0,8.774205963673273e-10,0.7085724522419006
US-2005030284-A1,0.01816294758692268,0.0,8.774205963673273e-10,0.6950532663354796
US-2005052415-A1,0.01816294758692268,0.0,8.774205963673273e-10,0.6950532663354796
US-2005077845-A1,0.01816294758692268,0.0,8.774205963673273e-10,0.6910245470730852
US-2005128186-A1,0.01816294758692268,0.0,8.774205963673273e-10,0.7137332934656717
US-2005134561-A1,0.01816294758692268,0.0,8.774205963673273e-10,0.6930629374460233
US-2005134562-A1,0.01816294758692268,0.0,8.774205963673273e-10,0.7076352171872734
US-2005195168-A1,0.01816294758692268,0.0,8.774205963673273e-10,0.7042960105420464
US-2005219206-A1,0.01816294758692268,0.0,8.774205963673273e-10,0.6837751481485127
US-2005221894-A1,0.01816294758692268,0.0,8.774205963673273e-10,0.6980296946399434
US-2005237314-A1,0.01816294758692268,0.0,8.774205963673273e-10,0.6977839926091076
US-2006015045-A1,0.01816294758692268,0.0,8.774205963673273e-10,0.7232035305693111
US-2006290662-A1,0.05206711641584501,0.07186923365922437,1.6640332674038924e-09,0.709772731834195
US-2007091063-A1,0.01816294758692268,0.0,8.774205963673273e-10,0.7151330067112429
US-2007236450-A1,0.01816294758692268,0.0,8.774205963673273e-10,0.7041695219356413
US-2007265077-A1,0.01816294758692268,0.0,8.774205963673273e-10,0.6879910459601598
US-2008252594-A1,0.01816294758692268,0.0,8.774205963673273e-10,0.6805172681431131
US-2010245237-A1,0.01816294758692268,0.0,8.774205963673273e-10,0.7071799970628253
US-2010253487-A1,0.019546791212592975,0.00046297307561911496,8.77443961731004e-10,0.6983159722905448
US-2011050404-A1,0.01816294758692268,0.0,8.774205963673273e-10,0.7274754799635951
US-2011124959-A1,0.01816294758692268,0.0,8.774205963673273e-10,0.7210353694420687
US-2012224274-A1,0.01816294758692268,0.0,8.774205963673273e-10,0.7024879722649037
US-2012232780-A1,0.025082165715274173,0.001483507482051394,8.776423334399635e-10,0.7134924670076572
US-2013285490-A1,0.01816294758692268,0.0,8.774205963673273e-10,0.7136625576390473
US-3578102-A,0.01816294758692268,0.0,8.774205963673273e-10,0.7235218543375906
US-3984805-A,0.01816294758692268,0.0,8.774205963673273e-10,0.696068853597425
US-4098133-A,0.01816294758692268,0.0,8.774205963673273e-10,0.710559483018612
US-4710656-A,0.01816294758692268,0.0,8.774205963673273e-10,0.6864502235778707
US-4749891-A,0.01816294758692268,0.0,8.774205963673273e-10,0.7051802399178092
US-4788968-A,0.01816294758692268,0.0,8.774205963673273e-10,0.6912189056713465
US-4982374-A,0.01816294758692268,0.0,8.774205963673273e-10,0.7161115757656185
US-5136194-A,0.01816294758692268,0.0,8.774205963673273e-10,0.6917421524996682
US-5327120-A,0.01816294758692268,0.0,8.774205963673273e-10,0.7186957746919592
US-5589828-A,0.01816294758692268,0.0,8.774205963673273e-10,0.728674844954202
US-5643087-A,0.040823386957273826,0.05987466134185027,9.344884334238685e-07,0.7178770415329626
US-5666138-A,0.01816294758692268,0.0,8.774205963673271e-10,0.706163846033952
US-5780948-A,0.01816294758692268,0.0,8.774205963673271e-10,0.6960177058173476
US-5825663-A,0.01816294758692268,0.0,8.774205963673271e-10,0.6949341721202187
US-5857986-A,0.01816294758692268,0.0,8.774205963673271e-10,0.7009264572626852
US-5903077-A,0.01816294758692268,0.0,8.774205963673271e-10,0.7154452247119416
US-5923317-A,0.01816294758692268,0.0,8.774205963673271e-10,0.6999204232463683
US-5929607-A,0.01816294758692268,0.0,8.774205963673271e-10,0.6835823333882847
US-6002184-A,0.01816294758692268,0.0,8.774205963673271e-10,0.6866504412097515
US-6009986-A,0.01816294758692268,0.0,8.774205963673271e-10,0.6920685489139378
US-6023116-A,0.022314478463933574,0.0005823596703205207,8.77611268603261e-10,0.6873734936582386
US-6147422-A,0.01816294758692268,0.0,8.774205963673271e-10,0.6866504412097515
US-6208497-B1,0.01816294758692268,0.0,8.774205963673271e-10,0.6901783156395298
US-6236125-B1,0.01816294758692268,0.0,8.774205963673271e-10,0.7062504369627483
US-6275213-B1,0.01816294758692268,0.0,8.774205963673271e-10,0.7160314395289455
US-6307285-B1,0.01816294758692268,0.0,8.774205963673271e-10,0.6866504412097515
US-6389941-B1,0.01816294758692268,0.0,8.774205963673271e-10,0.7203555156531605
US-6397285-B1,0.01816294758692268,0.0,8.774205963673271e-10,0.7108542661386824
US-6424333-B1,0.01816294758692268,0.0,8.774205963673271e-10,0.7160101443803387
US-6504278-B1,0.01816294758692268,0.0,8.774205963673271e-10,0.6994647344762965
US-6618646-B1,0.01816294758692268,0.0,8.774205963673271e-10,0.7019574166388389
US-6641480-B2,0.022314478463933574,0.0005835267237680568,8.77611268603261e-10,0.705883353504692
US-6679776-B1,0.01816294758692268,0.0,8.774205963673271e-10,0.706759551458383
US-6693622-B1,0.01816294758692268,0.0,8.774205963673271e-10,0.6935396887735243
US-6704001-B1,0.01816294758692268,0.0,8.774205963673271e-10,0.7067598872347026
US-6742960-B2,0.01816294758692268,0.0,8.774205963673271e-10,0.6936123628565605
US-6809727-B2,0.01816294758692268,0.0,8.774205963673271e-10,0.6916118447061862
US-6824468-B2,0.01816294758692268,0.0,8.774205963673271e-10,0.705883353504692
US-6864877-B2,0.022314478463933574,0.0005823596703205207,8.77611268603261e-10,0.6950532663354796
US-6873067-B2,0.01816294758692268,0.0,8.774205963673271e-10,0.7094706262608627
US-6883373-B2,0.022314478463933574,0.0005823596703205207,8.77611268603261e-10,0.6985952082594212
US-6982696-B1,0.01816294758692268,0.0,8.774205963673271e-10,0.6774520161875238
US-6992462-B1,0.01816294758692268,0.0,8.774205963673271e-10,0.6846763611304464
US-7084854-B1,0.01816294758692268,0.0,8.774205963673271e-10,0.702847776818646
US-7091948-B2,0.01816294758692268,0.0,8.774205963673271e-10,0.701945729014235
US-7182691-B1,0.022314478463933574,0.0005823596703205207,8.77611268603261e-10,0.6946506541458344
US-7209118-B2,0.022314478463933574,0.0005835267237680568,8.77611268603261e-10,0.6946906060292996
US-7218310-B2,0.01816294758692268,0.0,8.774205963673271e-10,0.6906176345837348
US-7315098-B2,0.01816294758692268,0.0,8.774205963673271e-10,0.7130450077495107
US-7446752-B2,0.022314478463933574,0.0005823596703205207,8.77611268603261e-10,0.6908470921706148
US-7561142-B2,0.01816294758692268,0.0,8.774205963673271e-10,0.6942529948819803
US-7683508-B2,0.01816294758692268,0.0,8.774205963673271e-10,0.6910866885374845
US-7916576-B2,0.01816294758692268,0.0,8.774205963673271e-10,0.7323434852612553
US-7919945-B2,0.022314478463933574,0.0005823596703205207,8.77611268603261e-10,0.709772731834195
US-7931605-B2,0.01816294758692268,0.0,8.774205963673271e-10,0.7210353694420687
US-8384316-B2,0.019719771665801765,0.0005047948591201186,8.774380427291703e-10,0.709772731834195
US-8981682-B2,0.023871302542812663,0.0011085089535632308,8.776287149651039e-10,0.7134924670076572
WO-9318475-A1,0.01816294758692268,0.0,8.774205963673271e-10,0.7142388800945243
US-2016225192-A1,0.0008649022660439371,2.603495428738903e-05,8.275580054652581e-07,0.7916657408482664
US-2017258526-A1,0.017471025774087528,0.007136188586451998,0.00010807661777317939,0.7969326351655611
CN-102300498-A,0.004497491783428472,0.0,3.535914736961831e-08,0.7142388800945243
CN-102958426-A,0.004497491783428472,0.0,3.535914736961831e-08,0.7142388800945243
CN-103513951-A,0.004497491783428472,0.0,3.535914736961831e-08,0.7142388800945243
TW-201246125-A,0.004497491783428472,0.0,3.535914736961831e-08,0.7142388800945243
US-10152789-B2,0.004497491783428472,0.0,3.535914736961831e-08,0.7672592257251357
US-10251714-B2,0.004497491783428472,0.0,3.535914736961831e-08,0.8019269556826651
US-10602987-B2,0.004497491783428472,0.0,3.535914736961831e-08,0.7634019362824674
US-10607345-B2,0.004497491783428472,0.0,3.535914736961831e-08,0.7672592257251357
US-2008004603-A1,0.0425531914893617,0.00648062283737025,4.041455129383362e-05,0.7428257535784785
US-2009268010-A1,0.004497491783428472,0.0,3.535914736961831e-08,0.7629515215439457
US-2011135170-A1,0.004497491783428472,0.0,3.535914736961831e-08,0.7436836602112514
US-2012183196-A1,0.004497491783428472,0.0,3.535914736961831e-08,0.738634528621387
US-2013038707-A1,0.004497491783428472,0.0,3.535914736961831e-08,0.7824487725802143
US-2013176411-A1,0.004497491783428472,0.0,3.535914736961831e-08,0.7468626607528657
US-2014072190-A1,0.004497491783428472,0.0,3.535914736961831e-08,0.7160422288791318
US-2015257653-A1,0.004497491783428472,0.0,3.535914736961831e-08,0.746198573615196
US-2016035084-A1,0.004497491783428472,0.0,3.535914736961831e-08,0.7753451958160513
US-2016252650-A1,0.004497491783428472,0.0,3.535914736961831e-08,0.7166489082592633
US-7317841-B2,0.004497491783428472,0.0,3.535914736961831e-08,0.7108734231181535
US-7542622-B1,0.004497491783428472,0.0,3.535914736961831e-08,0.7477257565000068
US-8224425-B2,0.004497491783428472,0.0,3.535914736961831e-08,0.7689786797405136
US-9591968-B2,0.004497491783428472,0.0,3.535914736961831e-08,0.7578881394488014
US-9750420-B1,0.004497491783428472,0.0,3.535914736961831e-08,0.7501266387461825
US-9811901-B2,0.004497491783428472,0.0,3.535914736961831e-08,0.7160422288791318
WO-2009121775-A2,0.004497491783428472,0.0,3.535914736961831e-08,0.7142388800945243
WO-2009121775-A3,0.004497491783428472,0.0,3.535914736961831e-08,0.7142388800945243
WO-2013118065-A1,0.004497491783428472,0.0,3.535914736961831e-08,0.7142388800945243
US-10194991-B2,0.06659747448538315,0.0001058378249195672,0.0006012615243100825,0.8462997488782132
US-10716630-B2,0.0006919218128351496,0.0,1.4189045230085727e-06,0.8026269942470824
US-2012071893-A1,0.0006919218128351496,0.0,1.4189045230085727e-06,0.791455762964794
US-2014208578-A1,0.012281612177823906,5.8723373554476285e-05,8.541018495771456e-05,0.7953328694859272
US-6002859-A,0.061581041342328315,0.00020443337751863713,0.0009723631650582305,0.771893172566107
US-2012158011-A1,0.06054315862307559,0.0003820579893992606,0.00023258918686188835,0.751612852966479
US-2017354470-A1,0.0006919218128351496,0.0,3.0616143858541995e-07,0.8107091308764358
US-2019117111-A1,0.0006919218128351496,0.0,3.0616143858541995e-07,0.7603413439680851
US-2020078097-A1,0.0006919218128351496,0.0,3.0616143858541995e-07,0.789882697224053
US-2021196425-A1,0.06054315862307559,0.00021800588665783676,0.0001232356535132139,0.7968167846072295
US-2021212782-A1,0.0001729804532087874,0.0,2.0545961656488685e-07,0.7914997587846672
US-9600138-B2,0.08614426569797613,0.00017301038062283736,0.00024008161903421574,0.8085878262579139
FR-2898824-A1,0.007265179034769071,0.0,3.8538338409191627e-13,0.7142388800945243
JP-2003256025-A,0.007265179034769071,0.0,3.8538338409191627e-13,0.7142388800945243
JP-2003271975-A,0.007265179034769071,0.0,3.8538338409191627e-13,0.7142388800945243
JP-2004049731-A,0.007265179034769071,0.0,3.8538338409191627e-13,0.7142388800945243
JP-2005131713-A,0.007265179034769071,0.0,3.8538338409191627e-13,0.7142388800945243
JP-2013193202-A,0.007265179034769071,0.0,3.8538338409191627e-13,0.7142388800945243
JP-2016103277-A,0.007265179034769071,0.0,3.8538338409191627e-13,0.7142388800945243
JP-2016146188-A,0.007265179034769071,0.0,3.8538338409191627e-13,0.7142388800945243
US-10571896-B2,0.007265179034769071,0.0,3.8538338409191627e-13,0.7444594643036859
US-10834419-B2,0.007265179034769071,0.0,3.8538338409191627e-13,0.7029197730291746
US-10836183-B2,0.007265179034769071,0.0,3.8538338409191627e-13,0.7082382941560407
US-11148288-B2,0.007265179034769071,0.0,3.8538338409191627e-13,0.7334526566820644
US-11298825-B2,0.007265179034769071,0.0,3.8538338409191627e-13,0.7334526566820644
US-2003120391-A1,0.007265179034769071,0.0,3.8538338409191627e-13,0.7365340959381822
US-2012185096-A1,0.005708354955889984,0.0,3.821897838633248e-13,0.7092820366692322
US-2013245824-A1,0.007265179034769071,0.0,3.8538338409191627e-13,0.7114192201505793
US-2014163730-A1,0.007265179034769071,0.0,3.8538338409191627e-13,0.7347112536350061
US-2016129592-A1,0.019027849852966613,0.00898963832591858,1.1609478860023004e-12,0.7118786700254746
US-2016257000-A1,0.007265179034769071,0.0,3.8538338409191627e-13,0.7145092785838283
US-2017232613-A1,0.007265179034769071,0.0,3.8538338409191627e-13,0.7126633931250406
US-2017343992-A1,0.007265179034769071,0.0,3.8538338409191627e-13,0.7440424116365691
US-2017357270-A1,0.007265179034769071,0.0,3.8538338409191627e-13,0.731659242484319
US-2020070343-A1,0.007265179034769071,0.0,3.8538338409191627e-13,0.7334526566820644
US-2021379748-A1,0.005708354955889984,0.0,3.821897838633248e-13,0.6936358927473777
US-2021379758-A1,0.007265179034769071,0.0,3.8538338409191627e-13,0.7334526566820644
US-2022032458-A1,0.007265179034769071,0.0,3.8538338409191627e-13,0.7334526566820644
US-2022371193-A1,0.007265179034769071,0.0,3.8538338409191627e-13,0.7334526566820644
US-9919232-B2,0.007265179034769071,0.0,3.8538338409191627e-13,0.7160773758377778
US-9926138-B1,0.04151530877010898,0.013876569006757964,4.189260938462409e-10,0.7441107124434992
WO-2004106009-A1,0.007265179034769071,0.0,3.8538338409191627e-13,0.7142388800945243
WO-2006013829-A1,0.007265179034769071,0.0,3.8538338409191627e-13,0.7142388800945243
WO-2018156952-A1,0.007265179034769071,0.0,3.8538338409191627e-13,0.7142388800945243
WO-2020047120-A1,0.007265179034769071,0.0,3.8538338409191627e-13,0.7142388800945243
WO-2022170279-A1,0.007265179034769071,0.0,3.8538338409191627e-13,0.7142388800945243
US-11436748-B2,0.0020757654385054488,0.0,5.777791729306716e-13,0.7339366260317749
US-11482045-B1,0.0020757654385054488,0.0,5.777791729306716e-13,0.7328933600197238
US-2016136808-A1,0.0020757654385054488,0.0,5.777791729306716e-13,0.73404997630599
US-2020078938-A1,0.005881335409098772,0.02517474048442902,5.777919304861493e-13,0.7291941342954367
US-2020122344-A1,0.0020757654385054488,0.0,5.777791729306716e-13,0.7101367711035854
US-2020334835-A1,0.0020757654385054488,0.0,5.777791729306716e-13,0.7022956633376771
US-2020377315-A1,0.027676872513405986,0.009151378763208337,2.2757423861727244e-10,0.7198734620741969
US-2022157063-A1,0.002594706798131811,4.1234140715109575e-06,9.48191936838603e-13,0.7125549555898175
US-2022203547-A1,0.0020757654385054488,0.0,5.777791729306716e-13,0.7242327361767944
US-2022261738-A1,0.002594706798131811,4.1234140715109575e-06,9.48191936838603e-13,0.7332068972604354
US-2022305680-A1,0.0020757654385054488,0.0,5.777791729306716e-13,0.7474859267067114
US-2023150777-A1,0.0020757654385054488,0.0,5.777791729306716e-13,0.7281977995018766
US-9102055-B1,0.03563397336101021,0.017729583295587843,4.1891382970997456e-10,0.7182664935313473
US-10814440-B1,0.002940667704549386,2.8835063437139623e-05,2.0277418085289667e-07,0.7379944703567808
US-2009096148-A1,0.002940667704549386,2.8835063437139623e-05,2.0277418085289667e-07,0.7323227754962808
US-2011270444-A1,0.002940667704549386,2.8835063437139623e-05,2.0277418085289667e-07,0.6992603161633676
US-2014023461-A1,0.0010378827192527244,0.0,1.0541818540529413e-09,0.7219721555005356
US-2018021955-A1,0.002940667704549386,2.8835063437139623e-05,2.0277418085289667e-07,0.7142874269279916
US-2019255708-A1,0.002940667704549386,2.8835063437139623e-05,2.0277418085289667e-07,0.7280827038548262
US-2020122327-A1,0.002940667704549386,2.8835063437139623e-05,2.0277418085289667e-07,0.7216158902033514
US-2013282165-A1,0.033731188375713546,2.2611666081604768e-07,4.1890729028084046e-10,0.715541771684157
US-2019193956-A1,0.033731188375713546,2.2611666081604768e-07,4.1890729028084046e-10,0.7112202788796532
EP-2338530-A2,0.0020757654385054488,0.0,5.14278266387408e-05,0.7142388800945243
US-10342636-B2,0.0070921985815602835,0.0002345219531501626,0.00010679110625705936,0.7662170638555159
US-10426571-B2,0.0070921985815602835,0.00023405290924386228,0.00010679110625705936,0.7965783053496768
US-10993777-B2,0.0020757654385054488,0.0,5.14278266387408e-05,0.7796870515787304
US-2004236424-A1,0.2627573084241481,0.006832155452987414,0.029473305493938038,0.7860745279150522
US-2005267584-A1,0.0020757654385054488,0.0,5.14278266387408e-05,0.7784063387526402
US-2008306490-A1,0.06504065040650407,0.012912556877122434,0.00028498876223278965,0.8391381509862299
US-2010256504-A1,0.20844144611658882,0.004682993926090903,0.029206500161181505,0.7964905454477436
US-2016038291-A1,0.0020757654385054488,0.0,5.14278266387408e-05,0.8124778387377024
US-2018007105-A1,0.0020757654385054488,0.0,5.14278266387408e-05,0.6992270348446121
US-2020030109-A1,0.0020757654385054488,0.0,5.14278266387408e-05,0.8143934222712658
US-8078440-B2,0.07213284898806435,0.0018047303397440981,0.0007037358917355142,0.7908358811581077
US-8883915-B2,0.0020757654385054488,0.0,5.14278266387408e-05,0.6887668963745595
US-2007238981-A1,0.0041515308770108976,0.0,2.6347218770971198e-05,0.7823900840443522
US-2007249967-A1,0.014530358069538143,0.00021135642976870736,0.00013483022500336838,0.8206924383011323
US-2009018445-A1,0.0041515308770108976,0.0,2.6347218770971198e-05,0.793549246998752
US-2011137156-A1,0.0041515308770108976,0.0,2.6347218770971198e-05,0.8116457903512132
US-2013129175-A1,0.0041515308770108976,0.0,2.6347218770971198e-05,0.7780480727345592
US-2013237811-A1,0.020930634838263275,0.0039123482306162175,0.00011099529830807653,0.7733750979756068
US-2013267838-A1,0.0041515308770108976,0.0,2.6347218770971198e-05,0.7733622966384452
US-2016317122-A1,0.0041515308770108976,0.0,2.6347218770971198e-05,0.7648599542918559
US-2018168740-A1,0.004497491783428472,0.00034602076124567473,2.6347257240763654e-05,0.7885516640825214
US-2018185100-A1,0.1551634665282823,0.0075121599429654375,0.0008578316490428187,0.7905629713559114
US-2019110842-A1,0.0041515308770108976,0.0,2.6347218770971198e-05,0.7969326351655611
US-2019239850-A1,0.0041515308770108976,0.0,2.6347218770971198e-05,0.7681776022051783
US-2019254754-A1,0.0041515308770108976,0.0,2.6347218770971198e-05,0.7558382621314893
US-2019289284-A1,0.0041515308770108976,0.0,2.6347218770971198e-05,0.7277139304735177
US-2019339525-A1,0.0041515308770108976,0.0,2.6347218770971198e-05,0.7698344410475421
US-2019349559-A1,0.0041515308770108976,0.0,2.6347218770971198e-05,0.8017854138924689
US-2019380790-A1,0.0041515308770108976,0.0,2.6347218770971198e-05,0.7663398498940097
US-2020059640-A1,0.0041515308770108976,0.0,2.6347218770971198e-05,0.7816803092299994
US-2020064439-A1,0.0041515308770108976,0.0,2.6347218770971198e-05,0.7110748503706377
US-2021045715-A1,0.004497491783428472,0.00034602076124567473,2.6347257240763654e-05,0.7930810240362464
US-2021093400-A1,0.0041515308770108976,0.0,2.6347218770971198e-05,0.795891866562487
US-2021121238-A1,0.0041515308770108976,0.0,2.6347218770971198e-05,0.7868533453252713
US-2021137350-A1,0.0041515308770108976,0.0,2.6347218770971198e-05,0.7800550802324743
WO-2016207628-A1,0.0041515308770108976,0.0,2.6347218770971198e-05,0.7142388800945243
US-11337762-B2,0.002594706798131811,0.0,1.4361007399732442e-10,0.8326694590444038
US-11523916-B2,0.002594706798131811,0.0,1.4361007399732442e-10,0.7752581452600387
US-2007118243-A1,0.002594706798131811,0.0,1.4361007399732442e-10,0.7935963013964447
US-2016231732-A1,0.0039785504238021106,0.004585121107266429,1.6605330552102959e-07,0.7965906795811886
US-2020101273-A1,0.002594706798131811,0.0,1.436100739973244e-10,0.7730910025918969
US-2021177603-A1,0.002594706798131811,0.0,1.436100739973244e-10,0.7942140799001981
US-2021177623-A1,0.002594706798131811,0.0,1.436100739973244e-10,0.7752581452600387
US-2021251704-A1,0.002594706798131811,0.0,1.436100739973244e-10,0.7715571537725414
US-2023107003-A1,0.002594706798131811,0.0,1.436100739973244e-10,0.7882472434444718
US-2023181256-A1,0.002594706798131811,0.0,1.436100739973244e-10,0.8245588279584932
US-2023298728-A1,0.002594706798131811,0.0,1.436100739973244e-10,0.826949182930865
US-2023301791-A1,0.002594706798131811,0.0,1.436100739973244e-10,0.7612731151129901
US-2023363832-A1,0.002594706798131811,0.0,1.436100739973244e-10,0.7761463695815349
US-2023377714-A1,0.002594706798131811,0.0,1.436100739973244e-10,0.8171508023848837
US-2023397964-A1,0.002594706798131811,0.0,1.436100739973244e-10,0.800023713137738
WO-2013177051-A1,0.002594706798131811,0.0,1.436100739973244e-10,0.7142388800945243
US-2004116835-A1,0.008476042207230583,0.002517301038062291,2.942573274710724e-05,0.7474539132080331
US-2011257655-A1,0.0005189413596263622,0.0,2.518495902128812e-08,0.7487638525934419
US-7763028-B2,0.0005189413596263622,0.0,2.518495902128812e-08,0.7499772551298848
US-8828008-B2,0.0005189413596263622,0.0,2.518495902128812e-08,0.7816040588537017
US-2014193053-A1,0.0003459609064175748,0.0,7.247406802954172e-08,0.7884658145696182
US-2017071673-A1,0.0003459609064175748,0.0,7.247406802954172e-08,0.8223343223114186
US-2017367766-A1,0.015741221241999653,0.0023489886347088764,8.474231363423265e-05,0.7865765211801009
US-2005116954-A1,0.0041515308770108976,0.0,1.3418159373128644e-09,0.7155848799933852
US-2006015560-A1,0.0041515308770108976,0.0,1.3418159373128644e-09,0.6879478079135865
US-2006262120-A1,0.0041515308770108976,0.0,1.3418159373128644e-09,0.7472871536605535
US-2007186007-A1,0.0041515308770108976,0.0,1.3418159373128644e-09,0.7196393153720968
US-2008081701-A1,0.0041515308770108976,0.0,1.3418159373128644e-09,0.7204044215582812
US-2008294663-A1,0.0041515308770108976,0.0,1.3418159373128644e-09,0.7153995038507349
US-2009063156-A1,0.0041515308770108976,0.0,1.3418159373128644e-09,0.7334938800106634
US-2011082009-A1,0.004843452689846047,0.004687197231833899,1.3418200336580193e-09,0.7404585089861792
US-2012226987-A1,0.0041515308770108976,0.0,1.3418159373128644e-09,0.7205545807273896
US-2013271457-A1,0.0041515308770108976,0.0,1.3418159373128644e-09,0.7239824971376698
US-2014009490-A1,0.0041515308770108976,0.0,1.3418159373128644e-09,0.7103330273818895
US-2014046829-A1,0.0041515308770108976,0.0,1.3418159373128644e-09,0.717264367780525
US-2014063061-A1,0.0041515308770108976,0.0,1.3418159373128644e-09,0.7195810743809908
US-2014114845-A1,0.011762670818197544,0.003824345550720133,2.090498206837876e-07,0.727280463821709
US-2014306866-A1,0.02871475523265871,0.012122248144533675,1.3191098612358198e-06,0.7239887100099983
US-2015002541-A1,0.0041515308770108976,0.0,1.3418159373128646e-09,0.7149851814964092
US-2015268722-A1,0.006746237675142709,0.0065750865051903,1.3418314524864598e-09,0.6990481966797464
US-2016035140-A1,0.0041515308770108976,0.0,1.3418159373128646e-09,0.7259636040647804
US-2016093108-A1,0.0041515308770108976,0.0,1.3418159373128646e-09,0.7107264643101155
US-2016189494-A1,0.0041515308770108976,0.0,1.3418159373128646e-09,0.7342098580538285
US-2018330549-A1,0.0041515308770108976,0.0,1.3418159373128646e-09,0.7290750710946526
US-2019249908-A1,0.0041515308770108976,0.0,1.3418159373128646e-09,0.6894219495290853
US-2021043011-A1,0.0041515308770108976,0.0,1.3418159373128646e-09,0.7113347787584355
US-5872438-A,0.0041515308770108976,0.0,1.3418159373128646e-09,0.738405601078783
US-6695770-B1,0.0041515308770108976,0.0,1.3418159373128646e-09,0.7190086080160129
US-2018032225-A1,0.007957100847604221,5.822833030465857e-05,1.8332299860055975e-10,0.7261470513741668
US-2019077011-A1,0.0005189413596263622,0.0,4.823923016585158e-13,0.7333172999863886
US-2020269429-A1,0.007784120394395433,5.6938187526015837e-05,1.829528063507719e-10,0.727460204146246
WO-2017093683-A1,0.007957100847604221,5.822833030465857e-05,1.8332299860055975e-10,0.7142388800945243
EP-2011442-A1,0.011243729458571182,5.658922392486403e-06,1.3971563778369132e-06,0.7142388800945243
US-11419595-B2,0.0031136481577581734,0.0,6.003149280889922e-07,0.7485974205392908
US-11666318-B2,0.011416709911779968,5.804580655791726e-06,1.932136757438341e-06,0.7843613484465829
US-2006074431-A1,0.0031136481577581734,0.0,6.003149280889922e-07,0.738062099492663
US-2007162040-A1,0.0031136481577581734,0.0,6.003149280889922e-07,0.7842251668201923
US-2009198240-A1,0.00467047223663726,5.5117063377435665e-05,6.777112782961324e-07,0.7615258724964424
US-2010100102-A1,0.0031136481577581734,0.0,6.003149280889922e-07,0.7481257582935963
US-2011282158-A1,0.0031136481577581734,0.0,6.003149280889922e-07,0.7572153521915881
US-2013079792-A1,0.0031136481577581734,0.0,6.003149280889922e-07,0.7611620090134548
US-2014288658-A1,0.0031136481577581734,0.0,6.003149280889922e-07,0.7766383755945045
US-2016346044-A1,0.017125064867669952,0.00030411276854703113,3.0488161842607106e-05,0.8147414305821743
US-2020222205-A1,0.0031136481577581734,0.0,6.003149280889922e-07,0.767225102132478
US-2020352555-A1,0.017125064867669952,0.00030411276854703113,3.0488161842607106e-05,0.7328826963743595
US-2021298734-A1,0.0031136481577581734,0.0,6.003149280889922e-07,0.7816238139035869
US-2022133291-A1,0.0031136481577581734,0.0,6.003149280889922e-07,0.7277234981536926
US-5431653-A,0.0031136481577581734,0.0,6.003149280889922e-07,0.7541362572485933
US-5800438-A,0.06936516173672375,0.004637767213037275,0.0006004460240030019,0.7742409979909062
US-7615055-B2,0.017125064867669952,0.00030411276854703113,3.0488161842607106e-05,0.8098354044473358
WO-2020033589-A1,0.0031136481577581734,0.0,6.003149280889922e-07,0.7142388800945243
US-10773385-B2,0.0019027849852966616,0.0,2.0188713339010586e-07,0.7311708813450543
US-2013184868-A1,0.0019027849852966616,0.0,2.0188713339010586e-07,0.6974381548281386
US-2016059412-A1,0.06469468950008649,0.16041145864556067,0.00023248838176085027,0.7242004452377191
US-2016075031-A1,0.0019027849852966616,0.0,2.0188713339010586e-07,0.7203701239864829
